species,dispersal_distance_class,dispersal_vector,seed_buoyancy,seed_terminal_velocity,palatability,growth_form,growth_form_aquatic,woodiness,LDMC,SLA,leaf_C,leaf_CN_ratio,leaf_N,leaf_NP_ratio,leaf_P,leaf_chlorophyll,longevity,fruit_type,nectar_production,pollinator_type,seed_bank_persistency,seed_dormancy,seed_longevity_index,seed_mass,RDMC,SRA,SRL,mycorrhiza_colonization_intensity,mycorrhiza_type,root_N,root_P,root_mass_fraction,height,leaf_area,leaf_length,leaf_mass,leaf_thickness,rooting_depth,Grime_strategy,carnivory,leaf_phenology,nitrogen_fixation,parasitism,photosynthetic_pathway
Narthecium ossifragum,1,Passive,0.76,0.68,2,Hemicryptophyte,terrestrial,non-woody,0.159,9.25,445.5,21.1,24.7,3.1,6.2,6.06,4,capsule,1,0c,2,3,0.1,0.4,0.21,1078.23,72.79,32.4,AM,10.3,0.96,0.443418333333334,7.8,294.1,26.2,15.2,0.493,0.48,CSR,no,evergreen,no,none,C3
Nasturtium microphyllum,2,Passive,0.74,1.93,2,Cryptophyte,terrestrial,non-woody,0.08,24.68,403.9,13.6,39.7,12.7,4,9.33,4,siliqua,3,1,2,2,0.5,0.41,0.124,1359.89,271.97,7,None,16.8,1.04,0.327628333333334,14.8,831.9,18.8,11.4,0.432,0.49,CS,no,deciduous,no,none,C3
Nasturtium officinale,2,Passive,0.77,2.53,3,Cryptophyte,terrestrial,non-woody,0.098,18.5,365.8,6.6,55.6,14,7.7,9.82,4,capsule,3,0c,2,2,0.5,0.44,0.123,1609.09,322.66,0,None,18.5,1.16,0.326331333333334,15.7,569.9,29.8,9.9,0.412,0.54,CS,no,evergreen,no,none,C3
Neotinea ustulata,5,AirD,0.79,0.59,3,Cryptophyte,terrestrial,non-woody,0.124,9.06,459.2,19.8,27.3,11.7,2.4,6.26,4,capsule,1,2,1,3,0,0.44,0.211,897.26,39.51,70,OrkM,10.6,0.96,0.4125,7.3,183,35.5,15.3,0.492,0.45,CSR,no,deciduous,no,none,C3
Neottia cordata,3,AirD,0.79,0.66,3,Cryptophyte,terrestrial,non-woody,0.139,13.76,450,18.6,37,10.8,2.6,6.53,4,capsule,4,1,1,3,0.03,0.44,0.207,930.48,54.28,46,OrkM,12.4,1.02,0.486871333333333,2.9,71.4,13.3,2.1,0.461,0.42,CSR,no,deciduous,no,none,C3
Neottia nidus-avis,3,AirD,0.93,0.25,2,Cryptophyte,terrestrial,non-woody,0.165,10.33,454.5,18.8,28.8,12.2,2.2,8.02,4,capsule,4,1,1,3,0.05,0.37,0.189,758.6,50.08,70,OrkM,11.7,1.01,0.530555333333332,12,951.9,42.1,35.4,0.459,0.46,CS,no,deciduous,no,none,C3
Neottia ovata,5,AirD,0.8,0.42,3,Cryptophyte,terrestrial,non-woody,0.119,11.66,465,20.1,29.3,11.5,2.5,7.55,4,capsule,4,2,1,3,0,0.37,0.196,882.78,47.68,70,OrkM,10.7,0.97,0.545300666666666,12.7,1263.2,43.7,41.1,0.48,0.47,CSR,no,deciduous,no,none,C3
Nepeta cataria,2,Passive,0.64,3.75,2,Hemicryptophyte,terrestrial,non-woody,0.296,10.77,394.9,8.4,24.8,11.4,2.9,9.99,3,capsule,5,1a,3,2,0.33,0.57,0.137,1505.05,482.12,70,AM,14.9,1.2,0.345798,27.6,245.5,18.8,5.2,0.416,0.54,C,no,evergreen,no,none,C3
Nepeta grandiflora,2,Passive,0.7,2.94,2,Hemicryptophyte,terrestrial,non-woody,0.198,11.29,430.4,16.8,27.1,10.1,2.8,9.22,4,achene,6,1a,3,2,0.24,0.67,0.137,1183.32,318.95,55.2,AM,12.4,1.07,0.359284,21.7,790.9,23.7,29,0.441,0.5,C,no,deciduous,no,none,C3
Nepeta racemosa,2,Passive,0.69,2.88,2,Hemicryptophyte,terrestrial,non-woody,0.204,8.08,418.8,17,27.7,12.2,2.3,8.19,4,capsule,6,2a,3,2,0.25,0.66,0.141,949.35,88.32,52,AM,12.2,1.06,0.38398,13.1,223.6,13.2,11.5,0.48,0.55,C,no,deciduous,no,none,C3
Nepeta sibirica,2,Passive,0.7,3.12,2,Hemicryptophyte,terrestrial,non-woody,0.19,12.06,421.8,15.2,29.6,10,3,9.69,4,achene,6,1a,3,2,0.28,0.88,0.123,1552.58,378.24,51.4,AM,13.5,1.1,0.331814666666667,28.9,845.2,25.8,32,0.443,0.5,CSR,no,deciduous,no,none,C3
Neslia paniculata,2,Passive,0.54,3.23,2,Therophyte,terrestrial,non-woody,0.16,9.5,404.7,11.2,42.9,13.5,3.5,13.13,1,capsule,4,0c,3,1,0.75,1.09,0.132,1042.13,628.62,6,None,16.6,1.3,0.271947,16.3,48.8,18.8,4.8,0.412,0.53,R,no,evergreen,no,none,C3
Nicandra physalodes,2,Passive,0.6,3.45,2,Therophyte,terrestrial,non-woody,0.173,9.84,411.8,11.8,45.5,13.4,3.2,11,1,berry,3,0c,3,1,0.51,0.7,0.116,736.64,91.85,31,AM,19.3,1.71,0.210902,23,3476.6,39,153.4,0.466,0.56,CR,no,deciduous,no,none,C3
Nigella damascena,2,Passive,0.64,3.49,2,Therophyte,terrestrial,non-woody,0.167,13.01,421.4,14.9,26.1,12.5,2.6,11.29,1,capsule,3,1a,1,2,0,1.24,0.132,729.2,112.76,39.5,AM,15.2,1.33,0.352479333333333,13,872.7,20.6,29.7,0.481,0.52,SR,no,deciduous,no,none,C3
Noccaea caerulescens,1,Passive,0.73,2.11,3,Chamaephyte,terrestrial,non-woody,0.216,11.51,439.8,18.1,26,9.7,2.8,6.59,3,capsule,3,1,2,2,0.25,0.48,0.217,1271.68,123.23,9.9,None,12.6,1.05,0.387758666666667,10.2,42.3,9.6,2.9,0.445,0.46,CSR,no,deciduous,no,none,C3
Noccaea perfoliata,1,Passive,0.65,1.97,2,Therophyte,terrestrial,non-woody,0.353,10.83,392.1,20.6,22.2,12.3,2,6.95,1,capsule,3,0c,2,1,0.08,0.63,0.174,894.68,121.29,0,None,10.7,0.95,0.288718333333334,4.4,27.8,2,1.1,0.463,0.44,SR,no,deciduous,no,none,C3
Nonea lutea,3,Myr,0.69,2.9,2,Therophyte,terrestrial,non-woody,0.678,2.08,396.4,26,20.1,12.9,1.9,6.2,1,capsule,5,0c,3,2,0.33,1.82,0.19,663.22,119.16,34.6,AM,11.1,0.98,0.287554,11.3,6,11.5,1.9,0.446,0.5,SR,no,deciduous,no,none,C3
Nonea pulla,3,Myr,0.61,3.63,3,Hemicryptophyte,terrestrial,non-woody,0.144,8.82,412,13.8,33.6,11.6,2.7,9.81,1,capsule,5,2a,1,2,0,2.14,0.131,1153.31,75.8,39.6,AM,15.2,1.15,0.407768,10.8,617.5,29.4,60.6,0.482,0.55,CSR,no,deciduous,no,none,C3
Nonea versicolor,3,Myr,0.58,3.78,2,Therophyte,terrestrial,non-woody,0.151,11.33,424.8,14.2,34.7,13.7,2.5,12.84,1,capsule,5,1a,3,3,0.38,1.76,0.115,809.95,151,30.2,AM,14.7,1.19,0.29189,16.9,301.4,19.1,11.4,0.457,0.51,CR,no,deciduous,no,none,C3
Nuphar advena,4,Water,0.69,3.04,2,Cryptophyte,aquatic,non-woody,0.128,15.54,429.8,15.9,38.9,9.6,4,10.28,4,berry,4,2,1,4,0.09,2.07,0.134,1048.2,130.23,7.9,None,17.6,1.04,0.384147,17,1130.6,36.4,34.3,0.456,0.46,CSR,no,deciduous,no,none,C3
Nuphar lutea,4,Water,0.93,3.12,2,Cryptophyte,aquatic,non-woody,0.193,5.8,432.4,18.4,44.4,15.4,2.8,7.94,4,berry,4,2,1,4,0,36.62,0.165,702.22,76.9,0,None,15.2,0.96,0.408662333333333,17.6,10053.7,147.5,604.6,0.515,0.51,C,no,deciduous,no,none,C3
Nuphar pumila,4,Water,0.81,2.83,2,Cryptophyte,aquatic,non-woody,0.188,6.03,444.3,19.3,29,11.6,2.9,6.88,4,berry,4,2,1,3,0.05,49.67,0.19,803.02,52.16,11.1,None,14,0.92,0.427062333333333,8.8,11634.1,48.4,81.8,0.529,0.48,CSR,no,deciduous,no,none,C3
Nymphaea alba,4,Water,0.93,2.8,2,Cryptophyte,aquatic,non-woody,0.181,5.78,437.2,21.2,28,6.7,4.2,7.4,4,berry,4,2,1,3,0,1.36,0.181,790.15,65.92,11.2,None,13.9,0.96,0.415935,17.6,24369.8,73.9,987.3,0.52,0.5,CSR,no,deciduous,no,none,C3
Nymphaea candida,4,Water,0.84,3.01,2,Cryptophyte,aquatic,non-woody,0.168,5.42,431,17,32.3,13.2,2.5,7.63,4,berry,4,2,1,4,0.06,3.93,0.169,712.7,60.08,8.4,None,14.5,0.97,0.428346,11.1,2550.2,64.7,94.7,0.507,0.48,CSR,no,deciduous,no,none,C3
Nymphaea tetragona,3,Passive,0.85,2.81,2,Cryptophyte,aquatic,non-woody,0.16,7.63,420.3,15.6,36.1,10.8,3.1,7.99,4,achene,4,1,2,3,0.12,1.4,0.132,789.69,70.62,15.2,None,13.9,1.02,0.418829333333333,25,2416.9,31.6,123.1,0.526,0.5,CSR,no,deciduous,no,none,C3
Nymphoides peltata,4,Water,0.74,2.38,2,Cryptophyte,aquatic,non-woody,0.069,9.79,421.8,15.6,33.3,16.9,2.8,8.38,4,capsule,4,1,2,4,0.5,0.57,0.128,857.2,102.12,0,AM,15.8,0.97,0.367132333333334,18.2,2860.9,26.1,150.9,0.487,0.49,CSR,no,deciduous,no,none,C3
Oberna multifida,2,Passive,0.62,3.53,3,Hemicryptophyte,terrestrial,non-woody,0.165,9.99,420.8,13.8,36.3,10.5,3.4,9.25,4,capsule,4,1,2,2,0.15,1.66,0.123,862.1,90.89,16.7,None,15,1.09,0.374935666666667,36.9,2751.5,42.2,99.8,0.472,0.52,CSR,no,deciduous,no,none,C3
Odontites litoralis,2,Passive,0.71,2.37,2,Therophyte,terrestrial,non-woody,0.161,5.58,401.2,19.7,24.6,14.7,2,5.08,1,capsule,3,1a,3,3,0.39,0.61,0.182,749.62,118.34,16.7,None,11.6,0.87,0.238132666666667,5.3,29.5,5.6,2.3,0.544,0.44,SR,no,deciduous,no,hemiparasite,C3
Odontites vernus,1,Passive,0.62,1.82,2,Vascular semi-parasite,terrestrial,non-woody,0.175,7.14,415.2,16.7,28.6,13.4,2.4,7.65,1,capsule,3,1a,3,4,0.42,0.44,0.135,996.21,176.48,0,None,12.2,0.96,0.289710666666667,13.2,60.2,9.7,3.3,0.47,0.46,R,no,evergreen,no,hemiparasite,C3
Odontites vulgaris,1,Passive,0.62,2.2,2,Vascular semi-parasite,terrestrial,non-woody,0.194,5.54,406.3,17.8,28.1,12.9,2.3,6.88,1,capsule,4,1a,3,3,0.41,0.45,0.155,1003.04,196.84,0,None,12.2,0.95,0.29472,13.9,20.9,6.9,1.4,0.479,0.45,R,no,evergreen,no,hemiparasite,C3
Oenanthe aquatica,2,Passive,0.76,3.85,2,Hemicryptophyte,terrestrial,non-woody,0.12,11.85,427.2,15.5,34.3,12.4,3.2,9.63,2,capsule,5,1,2,3,0,1.24,0.07,973.74,144.75,3.3,AM,14.9,1,0.3375,26.1,1666.4,33.1,78.2,0.447,0.48,CS,no,deciduous,no,none,C3
Oenanthe fistulosa,2,Adh,0.78,3.42,1,Hemicryptophyte,terrestrial,non-woody,0.12,10.77,413,19.3,27.6,14.3,2.2,7.56,4,achene,5,1,1,3,0,2.15,0.141,798.81,83.22,37.3,AM,10.7,0.93,0.422783666666667,17.8,155,18.9,7,0.462,0.49,CS,no,deciduous,no,none,C3
Oenanthe fluviatilis,2,Passive,0.99,2.84,2,Cryptophyte,aquatic,non-woody,0.147,9.32,413.6,16.1,36.2,14.4,2.9,8.35,4,achene,4,1,2,3,0.18,1.39,0.121,716.73,93.58,18.4,AM,14.1,0.99,0.380314333333334,37.2,2330.7,37.3,122.7,0.493,0.5,CS,no,deciduous,no,none,C3
Oenanthe lachenalii,2,Passive,0.96,2.86,1,Hemicryptophyte,terrestrial,non-woody,0.155,5.94,407.8,24.1,21.2,12.9,1.9,6.13,4,achene,5,1,2,2,0.17,0.75,0.156,645.93,80.7,50.6,AM,9.7,0.87,0.373984666666667,33.7,436.2,30.1,29.4,0.498,0.52,CS,no,deciduous,no,none,C3
Oenothera biennis,2,Passive,0.95,2.69,3,Hemicryptophyte,terrestrial,non-woody,0.188,6.65,410.7,21.1,16.3,11.5,2.4,7.76,2,capsule,5,0c,4,2,0.42,0.54,0.07,1068.76,40.13,70,AM,11.8,1.01,0.2777,33.9,726.5,92.3,17.7,0.463,0.46,CR,no,deciduous,no,none,C3
Oenothera glazioviana,2,Passive,0.64,2.79,2,Hemicryptophyte,terrestrial,non-woody,0.17,8.22,417.6,14.4,38.2,11.8,2.9,8.37,2,capsule,5,1ab,4,2,0,0.59,0.127,893,78.81,70,AM,13.4,1.08,0.399468666666667,34.7,2063.4,96,82.3,0.524,0.6,CR,no,variable,no,none,C3
Oenothera oakesiana,2,Passive,0.69,2.78,3,Hemicryptophyte,terrestrial,non-woody,0.118,7.86,386.4,14,34.4,11.9,3,8.31,3,capsule,4,1,3,2,0.27,0.82,0.118,956.71,74.62,43.6,AM,15.1,1.02,0.382032666666667,22.7,738.3,38.7,38.2,0.479,0.55,CSR,no,deciduous,no,none,C3
Omalotheca norvegica,3,Passive,0.8,1.86,3,Hemicryptophyte,terrestrial,non-woody,0.23,8.04,389.2,17.6,26.7,9.4,3,6.39,4,achene,4,1,2,2,0.2,0.4,0.177,1181.62,94.48,49.5,AM,12.7,1.06,0.474016,4.5,121.9,33.5,6.3,0.467,0.48,CSR,no,evergreen,no,none,C3
Omalotheca sylvatica,3,Passive,0.79,1.95,3,Hemicryptophyte,terrestrial,non-woody,0.171,9.16,392.4,17.5,27.8,9.9,3,7.27,4,achene,4,1,3,2,0.46,0.38,0.149,1064.45,113.5,50,AM,11.8,1.05,0.471323333333333,12,454.6,34.9,20.9,0.47,0.5,CSR,no,evergreen,no,none,C3
Omphalodes verna,3,Veg,0.63,3.58,3,Hemicryptophyte,terrestrial,non-woody,0.205,8.99,425.1,16.2,27.4,9.3,3.1,11.02,4,capsule,4,0a,2,3,0.09,1.68,0.166,1169.24,173.65,53.1,AM,14.1,1.14,0.419568333333333,4.9,731.3,31.7,33.4,0.441,0.47,CSR,no,deciduous,no,none,C3
Onobrychis viciifolia,2,Bird,0.47,2.18,8,Hemicryptophyte,terrestrial,non-woody,0.231,8.2,451.6,12.4,28.8,14.5,2.1,9.57,4,berry,4,1a,2,1,0,6.38,0.143,1183.26,33.1,70,AM,23.1,1.05,0.3584,13.9,698.4,58.8,13,0.423,0.63,C,no,deciduous,yes,none,C3
Onoclea sensibilis,3,AirD,0.78,1.72,3,Hemicryptophyte,terrestrial,non-woody,0.203,14.31,433.4,17.8,24.3,10.8,2.6,7.96,4,other,1,0b,2,3,0.12,0.68,0.173,1002.76,37.86,51.9,AM,10.3,1.04,0.465705666666667,17.7,1379.9,55.5,109.8,0.423,0.49,CSR,no,deciduous,no,none,C3
Onoclea struthiopteris,3,AirD,0.75,1.88,3,Hemicryptophyte,terrestrial,non-woody,0.207,11.87,478.5,13.4,30.5,11.3,4,9.44,4,other,1,0b,2,3,0.21,0.71,0.187,924.49,35.6,80,AM,19.6,1.03,0.422461,25.4,4451.5,5.9,497.7,0.421,0.49,CS,no,deciduous,no,none,C3
Ononis arvensis,2,Expl,0.35,4.01,5,Hemicryptophyte,terrestrial,non-woody,0.25,7.78,454.7,14.3,34.7,15.6,1.9,7.93,4,capsule,5,1a,1,1,0.05,2.18,0.142,855.41,41.14,60.8,AM,21.7,0.99,0.41611,20.8,153.7,11.9,7.7,0.454,0.55,CS,no,deciduous,yes,none,C3
Ononis spinosa,1,Expl,0.25,4.68,2,Hemicryptophyte,terrestrial,semi-woody,0.237,8.09,474.1,11.7,42.7,15.8,2.1,7.88,4,capsule,5,1a,1,2,0,1.98,0.174,399.9,20.22,70,AM,21.4,1.13,0.7242,11.6,59.3,7.7,1.5,0.454,0.75,CS,no,deciduous,yes,none,C3
Onopordum acanthium,3,Passive,0.66,2.49,3,Hemicryptophyte,terrestrial,non-woody,0.215,5.61,410.7,14.6,33.9,11.7,3.1,9.08,2,achene,7,2,4,2,0.93,3.61,0.144,910.58,70.12,70,AM,14,1.16,0.477336666666667,41.6,1813.5,83.1,127.6,0.513,0.92,CR,no,deciduous,no,none,C3
Ophioglossum azoricum,5,AirD,0.85,1.13,3,Hemicryptophyte,terrestrial,non-woody,0.261,5,446.1,22.7,20,11.1,1.9,4.08,4,other,1,0b,1,3,0.05,0.43,0.225,895.18,34.76,43.2,AM,11,0.92,0.494498333333334,2.8,52,11.4,4.3,0.497,0.47,CSR,no,deciduous,no,none,C3
Ophioglossum vulgatum,5,AirD,0.83,1.2,2,Cryptophyte,terrestrial,non-woody,0.11,8.71,426.2,18.7,25.1,12.1,2.2,5.59,4,other,1,0b,2,3,0.09,0.51,0.188,874.76,52.23,75,AM,12.1,0.94,0.458796666666666,6.1,546.1,20.7,22.4,0.493,0.48,CSR,no,deciduous,no,none,C3
Ophrys apifera,5,AirD,0.79,0.57,2,Cryptophyte,terrestrial,non-woody,0.139,7.19,466.7,22.6,24.9,12.2,2.1,5.51,4,capsule,1,0c,1,3,0.02,0.37,0.208,876.26,56.47,70,OrkM,10.7,0.92,0.531590333333332,9.7,189.7,35.6,10.6,0.51,0.39,CSR,no,evergreen,no,none,C3
Ophrys insectifera,5,AirD,0.83,0.52,3,Cryptophyte,terrestrial,non-woody,0.122,10.71,463,19.9,25.8,12.6,2.1,6.05,4,capsule,1,2a,1,3,0.01,0.43,0.209,879.92,42.13,70,OrkM,9.7,0.91,0.506579999999999,11.6,119.1,27.3,4.6,0.485,0.45,CSR,no,deciduous,no,none,C3
Orchis mascula,5,AirD,0.76,0.58,3,Cryptophyte,terrestrial,non-woody,0.122,7.65,476,23.3,20.4,11.6,2.1,6.15,4,capsule,1,2a,1,3,0.02,0.37,0.204,834.09,48.02,70,OrkM,8.1,0.93,0.6092,10.8,649.8,53.7,46.9,0.519,0.48,CSR,no,deciduous,no,none,C3
Orchis militaris,5,AirD,0.75,0.63,3,Cryptophyte,terrestrial,non-woody,0.108,8.28,540.6,22.1,26.3,12.5,1.8,6.41,4,capsule,1,2,1,3,0.03,0.37,0.205,1026.13,47.25,70,OrkM,10.6,0.94,0.568073999999998,10.1,1081.9,51.6,115,0.511,0.49,CSR,no,deciduous,no,none,C3
Orchis purpurea,3,AirD,0.7,1.33,2,Cryptophyte,terrestrial,non-woody,0.066,11,456.5,16.8,31.2,11.8,2.7,8.32,4,capsule,3,2,1,3,0.05,0.37,0.179,811.25,49,70,OrkM,13.3,1.07,0.557481666666666,16,2413.4,62.3,109.7,0.497,0.48,CSR,no,deciduous,no,none,C3
Orchis spitzelii,5,AirD,0.8,0.58,3,Cryptophyte,terrestrial,non-woody,0.13,8.66,460.5,19.1,26.8,12.3,2.2,6.07,4,capsule,1,2,1,3,0.01,0.51,0.21,910.97,40.26,68.7,OrkM,10.3,0.97,0.579880333333332,9.9,315.4,43.5,16.8,0.496,0.46,CSR,no,deciduous,no,none,C3
Oreojuncus trifidus,1,Passive,1,1.74,3,Hemicryptophyte,terrestrial,non-woody,0.347,5.23,495,17.9,29.2,10.3,1.6,3.5,4,capsule,1,0b,1,2,0,0.42,0.224,937.42,27.37,10,None,9.2,0.92,0.425390666666666,4.9,13.8,8.9,1.6,0.537,0.43,CSR,no,evergreen,no,none,C3
Oreomecon crocea,2,Passive,0.81,1.81,2,Hemicryptophyte,terrestrial,non-woody,0.205,7.25,448.7,18,27.3,10.1,2.7,5.65,3,capsule,3,1,2,2,0.08,0.39,0.211,962.53,36.86,39.9,AM,12.7,1.05,0.486023333333334,14.1,86.4,13.8,4.6,0.48,0.5,CSR,no,deciduous,no,none,C3
Oreomecon radicata,1,Passive,0.73,1.96,3,Hemicryptophyte,terrestrial,non-woody,0.344,5.42,441.6,17.1,32.4,9.6,3.5,6.29,3,capsule,3,1,2,2,0.12,0.39,0.194,1130.09,49.5,35.1,AM,21,1.18,0.478052,3.8,49.9,10.4,3.8,0.482,0.43,CSR,no,deciduous,no,none,C3
Origanum vulgare,2,Passive,0.96,1.66,2,Hemicryptophyte,terrestrial,non-woody,0.285,9.15,448.2,22.5,20.9,13.2,1.7,7.08,4,capsule,6,2,3,2,0.25,0.41,0.117,1190.55,100.47,56.7,AM,5.9,1.01,0.2707,16.2,158,8.1,8,0.431,0.48,CSR,no,evergreen,no,none,C3
Ornithogalum boucheanum,3,Passive,0.57,4.2,2,Cryptophyte,terrestrial,non-woody,0.113,8.18,419.7,15.3,33.7,12.4,2.7,10.2,4,capsule,4,1,2,3,0.09,2.57,0.147,800.22,70.12,49.1,AM,14.4,1.1,0.487967666666666,9.5,495.1,70.4,27.3,0.51,0.52,CSR,no,deciduous,no,none,C3
Ornithogalum divergens,3,Passive,0.59,3.93,2,Cryptophyte,terrestrial,non-woody,0.126,8.63,379.9,16,33.9,12.6,2.6,9.4,4,capsule,3,1,2,3,0.1,2.24,0.152,787,64.98,50.3,AM,14.2,1.06,0.471980666666667,7.4,356.6,66.6,21.4,0.504,0.52,CSR,no,deciduous,no,none,C3
Ornithogalum narbonense,2,Passive,0.58,4.31,2,Cryptophyte,terrestrial,non-woody,0.115,8.33,421,16.8,34.3,12.6,2.8,9.74,4,capsule,3,1,2,3,0.13,1.89,0.14,735.73,70.96,45.9,AM,13.9,1.08,0.434246666666667,13.2,478,119.9,26.7,0.509,0.51,SR,no,deciduous,no,none,C3
Ornithogalum nutans,3,Passive,0.54,4.9,2,Cryptophyte,terrestrial,non-woody,0.116,8.27,424.8,14.9,34.6,12.3,2.9,10.19,4,capsule,4,1,1,3,0.04,3.49,0.142,818.71,66.99,55.4,AM,14.2,1.11,0.486317333333333,15.4,1163.6,98.3,51.1,0.505,0.53,CSR,no,deciduous,no,none,C3
Ornithogalum umbellatum,3,Passive,0.57,4.14,2,Cryptophyte,terrestrial,non-woody,0.103,6.06,420.7,16,31.8,12.3,2.6,9.24,4,capsule,3,1,1,3,0,2.6,0.156,801.74,65.97,79.3,AM,13.8,1.07,0.511492,7,217.1,70.3,43.4,0.515,0.52,CSR,no,deciduous,no,none,C3
Ornithopus perpusillus,1,Passive,0.53,1.6,4,Therophyte,terrestrial,non-woody,0.194,9.25,411.6,16.3,32.9,15.9,1.7,9.55,1,pod,3,0c,2,2,0.15,0.77,0.143,1264.74,103.89,49.4,AM,18.7,1,0.328416333333333,6.7,89.3,2.1,3.1,0.442,0.49,SR,no,deciduous,yes,none,C3
Orobanche alba,5,AirD,0.93,1.05,2,Cryptophyte,terrestrial,non-woody,0.231,6.07,440.1,26.7,18.7,12.6,1.7,4.9,4,capsule,3,0c,2,3,0.12,0.37,0.211,740.18,51,34.1,None,10.3,0.89,0.437941,7.2,29.3,6.1,2,0.509,0.49,CSR,no,deciduous,no,holoparasite,C3
Orobanche amethystea,5,AirD,0.77,1.43,2,Cryptophyte,terrestrial,non-woody,0.236,5.69,408.2,25.2,19.4,12.9,1.7,5.36,4,capsule,3,1a,2,2,0.21,0.37,0.205,680.61,69.27,29.3,None,10.9,0.86,0.382507333333333,9.7,27.6,6.1,1.9,0.519,0.49,CS,no,deciduous,no,holoparasite,C3
Orobanche elatior,5,AirD,0.79,1.1,2,Cryptophyte,terrestrial,non-woody,0.233,5.07,432.5,24.6,20.5,11.4,2,4.89,4,capsule,3,0c,2,2,0.12,0.37,0.206,837.89,51.96,31.4,None,10.6,0.89,0.436930666666667,12.2,45.4,7.5,3,0.52,0.5,CSR,no,deciduous,no,holoparasite,C3
Orobanche flava,5,AirD,0.79,0.92,2,Cryptophyte,terrestrial,non-woody,0.247,5.03,462.3,24.8,20.6,11.6,1.9,5.05,4,capsule,3,1a,1,3,0.05,0.37,0.224,813.4,34.29,35.7,None,10.6,0.89,0.424653666666666,14.6,144.9,12.8,11,0.521,0.48,CSR,no,deciduous,no,holoparasite,C3
Orobanche hederae,3,AirD,0.71,0.49,2,Cryptophyte,terrestrial,non-woody,0.178,8.7,438.1,20.2,24,11.4,2.2,5.9,4,capsule,3,0c,2,3,0.14,0.37,0.187,847.28,60.93,32.8,None,12.3,1,0.396116,9.2,61.4,8.3,3.1,0.481,0.46,CSR,no,deciduous,no,holoparasite,C3
Orobanche lucorum,5,AirD,0.75,0.96,2,Cryptophyte,terrestrial,non-woody,0.249,5.3,451.9,24.6,20.1,11.4,2,4.88,4,capsule,3,1a,1,3,0.04,0.37,0.226,793.35,36.67,38.2,None,11.3,0.91,0.434515666666667,11.8,152.4,11.9,12,0.513,0.49,CSR,no,deciduous,no,holoparasite,C3
Orobanche minor,5,AirD,0.74,1.11,2,Cryptophyte,terrestrial,non-woody,0.206,6.18,418.3,25.5,20.5,11.6,2.1,5.68,4,capsule,3,0c,2,2,0.24,0.37,0.193,740.58,90.11,25.1,None,11.1,0.92,0.394925333333333,10.6,35.2,5.9,2.5,0.52,0.49,CS,no,deciduous,no,holoparasite,C3
Orobanche picridis,2,Passive,0.68,2.23,2,Hemicryptophyte,terrestrial,non-woody,0.172,10.34,405.9,15,32.3,10.1,3.3,8.33,3,capsule,4,1a,3,2,0.33,0.37,0.122,1230.51,201.97,37,AM,14.8,1.08,0.365137666666667,11.4,123.2,12,5.9,0.455,0.47,CSR,no,deciduous,no,none,C3
Orobanche purpurea,5,AirD,0.8,1.05,2,Cryptophyte,terrestrial,non-woody,0.258,5.15,438.1,25.8,18.1,11.6,1.7,4.42,4,capsule,3,0c,2,3,0.11,0.37,0.217,659.23,43.57,33.7,None,10.4,0.87,0.416317666666667,10.6,27,5,2.1,0.509,0.49,CS,no,deciduous,no,holoparasite,C3
Orobanche reticulata,5,AirD,0.82,0.8,2,Cryptophyte,terrestrial,non-woody,0.206,5.91,454.2,21.3,23.8,11.1,2.2,5.32,4,capsule,3,0c,1,3,0,0.37,0.211,796.32,49.57,36.6,None,10.9,0.9,0.433223333333333,11.1,141,15,8.9,0.521,0.46,CSR,no,deciduous,no,holoparasite,C3
Orontium aquaticum,2,Passive,0.85,2.54,2,Cryptophyte,terrestrial,non-woody,0.147,9.39,438.5,17.8,28.3,11.3,2.6,8.08,4,capsule,4,1,1,2,0.04,1.11,0.16,890.3,53.37,48.5,AM,12.6,1.02,0.507566333333333,17.1,834.7,54.2,40.9,0.486,0.47,CSR,no,deciduous,no,none,C3
Orthilia secunda,3,AirD,0.74,1.01,3,Chamaephyte,terrestrial,non-woody,0.327,7.01,521.9,28.2,17.8,7.8,2.5,2.7,4,capsule,1,1,1,3,0,0.37,0.243,957.39,59.04,67.3,PyrM,11.2,0.89,0.339112,4,122.1,8.6,7.2,0.425,0.44,S,no,evergreen,no,none,C3
Osmunda regalis,3,AirD,0.76,1.37,3,Hemicryptophyte,terrestrial,non-woody,0.274,9.39,470.7,11.9,34.1,11.8,2.2,7.01,4,other,1,0b,1,3,0.16,0.38,0.19,874.38,48.12,37.5,AM,12.8,0.95,0.424321333333333,46.2,5575.8,26.1,520.6,0.425,0.52,C,no,deciduous,no,none,C3
Oxalis acetosella,1,Expl,0.36,3.13,3,Hemicryptophyte,terrestrial,non-woody,0.141,23.25,451.6,12.7,26.8,8.2,3.2,10.3,4,capsule,3,0c,2,4,0.09,0.76,0.174,1360.99,189.78,63.3,AM,5.9,1.07,0.393043,3.9,194.6,5,2.3,0.412,0.47,CSR,no,evergreen,no,none,C3
Oxalis corniculata,1,Expl,0.64,2.91,2,Therophyte,terrestrial,non-woody,0.148,12.63,422.1,15.1,29.9,13.1,2.3,10.23,3,capsule,3,0c,2,2,0.5,0.46,0.123,914.78,145.04,70,AM,14,1.15,0.345698333333333,5.3,77.2,3.1,1.3,0.422,0.5,CR,no,deciduous,no,none,C3
